,Image,x0,y0,x1,y1,Car_ref,Car_name,File_loc,Car_type,Year,Height,Width
3700,03701.jpg,6,26,254,165,62,Chevrolet Tahoe Hybrid SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Tahoe Hybrid SUV 2012/03701.jpg,SUV,2012,194,259
3701,03702.jpg,161,340,1401,945,138,Hyundai Sonata Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Hyundai Sonata Sedan 2012/03702.jpg,Sedan,2012,1067,1600
3702,03703.jpg,13,24,276,180,19,Audi TT Hatchback 2011,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi TT Hatchback 2011/03703.jpg,Hatchback,2011,195,300
3703,03704.jpg,91,68,934,602,147,Jeep Liberty SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Jeep Liberty SUV 2012/03704.jpg,SUV,2012,768,1024
3704,03705.jpg,36,93,481,344,135,Hyundai Elantra Sedan 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Hyundai Elantra Sedan 2007/03705.jpg,Sedan,2007,468,625
3705,03706.jpg,111,246,647,434,124,HUMMER H3T Crew Cab 2010,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/HUMMER H3T Crew Cab 2010/03706.jpg,Cab,2010,525,700
3706,03707.jpg,114,122,524,375,100,FIAT 500 Convertible 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/FIAT 500 Convertible 2012/03707.jpg,Convertible,2012,426,640
3707,03708.jpg,21,50,483,316,53,Cadillac Escalade EXT Crew Cab 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Cadillac Escalade EXT Crew Cab 2007/03708.jpg,Cab,2007,382,512
3708,03709.jpg,39,113,604,313,30,BMW 3 Series Wagon 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/BMW 3 Series Wagon 2012/03709.jpg,Wagon,2012,365,640
3709,03710.jpg,121,87,567,465,135,Hyundai Elantra Sedan 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Hyundai Elantra Sedan 2007/03710.jpg,Sedan,2007,480,640
3710,03711.jpg,41,206,984,706,172,Plymouth Neon Coupe 1999,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Plymouth Neon Coupe 1999/03711.jpg,Coupe,1999,768,1024
3711,03712.jpg,24,143,1001,587,84,Dodge Caliber Wagon 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Dodge Caliber Wagon 2007/03712.jpg,Wagon,2007,644,1024
3712,03713.jpg,143,127,461,316,157,MINI Cooper Roadster Convertible 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/MINI Cooper Roadster Convertible 2012/03713.jpg,Convertible,2012,360,480
3713,03714.jpg,2,50,436,311,105,Fisker Karma Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Fisker Karma Sedan 2012/03714.jpg,Sedan,2012,317,440
3714,03715.jpg,1,60,630,379,6,Acura Integra Type R 2001,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Acura Integra Type R 2001/03715.jpg,R,2001,480,640
3715,03716.jpg,56,1,588,258,31,BMW 6 Series Convertible 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/BMW 6 Series Convertible 2007/03716.jpg,Convertible,2007,426,640
3716,03717.jpg,9,25,136,92,17,Audi 100 Sedan 1994,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi 100 Sedan 1994/03717.jpg,Sedan,1994,113,150
3717,03718.jpg,25,51,282,164,48,Buick Rainier SUV 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Buick Rainier SUV 2007/03718.jpg,SUV,2007,187,300
3718,03719.jpg,278,165,872,532,173,Porsche Panamera Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Porsche Panamera Sedan 2012/03719.jpg,Sedan,2012,603,986
3719,03720.jpg,54,87,426,311,175,Rolls-Royce Phantom Drophead Coupe Convertible 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Rolls-Royce Phantom Drophead Coupe Convertible 2012/03720.jpg,Convertible,2012,360,480
3720,03721.jpg,60,77,228,161,22,Audi S5 Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi S5 Coupe 2012/03721.jpg,Coupe,2012,180,280
3721,03722.jpg,32,26,183,147,29,BMW 3 Series Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/BMW 3 Series Sedan 2012/03722.jpg,Sedan,2012,168,300
3722,03723.jpg,80,57,376,195,12,Audi RS 4 Convertible 2008,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi RS 4 Convertible 2008/03723.jpg,Convertible,2008,216,432
3723,03724.jpg,172,195,959,564,68,Chevrolet TrailBlazer SS 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet TrailBlazer SS 2009/03724.jpg,SS,2009,768,1024
3724,03725.jpg,28,8,433,225,114,Ford F-150 Regular Cab 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ford F-150 Regular Cab 2007/03725.jpg,Cab,2007,225,450
3725,03726.jpg,69,92,582,340,102,Ferrari California Convertible 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ferrari California Convertible 2012/03726.jpg,Convertible,2012,400,600
3726,03727.jpg,116,22,556,343,147,Jeep Liberty SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Jeep Liberty SUV 2012/03727.jpg,SUV,2012,349,645
3727,03728.jpg,76,131,386,312,196,smart fortwo Convertible 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/smart fortwo Convertible 2012/03728.jpg,Convertible,2012,329,450
3728,03729.jpg,27,45,622,395,127,Honda Odyssey Minivan 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Honda Odyssey Minivan 2007/03729.jpg,Minivan,2007,416,625
3729,03730.jpg,41,19,299,205,91,Dodge Dakota Club Cab 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Dodge Dakota Club Cab 2007/03730.jpg,Cab,2007,225,300
3730,03731.jpg,18,57,236,168,143,Isuzu Ascender SUV 2008,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Isuzu Ascender SUV 2008/03731.jpg,SUV,2008,194,259
3731,03732.jpg,102,74,257,166,9,Aston Martin V8 Vantage Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Aston Martin V8 Vantage Coupe 2012/03732.jpg,Coupe,2012,180,300
3732,03733.jpg,99,118,930,589,57,Chevrolet Corvette Ron Fellows Edition Z06 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Corvette Ron Fellows Edition Z06 2007/03733.jpg,Z06,2007,768,1024
3733,03734.jpg,9,198,777,514,36,BMW M6 Convertible 2010,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/BMW M6 Convertible 2010/03734.jpg,Convertible,2010,600,800
3734,03735.jpg,1,49,295,165,108,Ford Freestar Minivan 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ford Freestar Minivan 2007/03735.jpg,Minivan,2007,225,300
3735,03736.jpg,13,17,264,164,33,BMW X6 SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/BMW X6 SUV 2012/03736.jpg,SUV,2012,183,275
3736,03737.jpg,154,223,1378,1030,61,Chevrolet Impala Sedan 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Impala Sedan 2007/03737.jpg,Sedan,2007,1200,1600
3737,03738.jpg,76,264,730,526,21,Audi S5 Convertible 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi S5 Convertible 2012/03738.jpg,Convertible,2012,600,800
3738,03739.jpg,21,15,267,172,53,Cadillac Escalade EXT Crew Cab 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Cadillac Escalade EXT Crew Cab 2007/03739.jpg,Cab,2007,183,275
3739,03740.jpg,44,170,605,342,26,BMW ActiveHybrid 5 Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/BMW ActiveHybrid 5 Sedan 2012/03740.jpg,Sedan,2012,434,655
3740,03741.jpg,21,4,263,150,100,FIAT 500 Convertible 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/FIAT 500 Convertible 2012/03741.jpg,Convertible,2012,180,300
3741,03742.jpg,14,52,443,276,127,Honda Odyssey Minivan 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Honda Odyssey Minivan 2007/03742.jpg,Minivan,2007,342,456
3742,03743.jpg,16,47,557,317,144,Jaguar XK XKR 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Jaguar XK XKR 2012/03743.jpg,XKR,2012,442,590
3743,03744.jpg,17,17,298,210,108,Ford Freestar Minivan 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ford Freestar Minivan 2007/03744.jpg,Minivan,2007,240,320
3744,03745.jpg,210,198,593,386,96,Dodge Charger Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Dodge Charger Sedan 2012/03745.jpg,Sedan,2012,492,786
3745,03746.jpg,26,27,268,201,97,Dodge Charger SRT-8 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Dodge Charger SRT-8 2009/03746.jpg,SRT-8,2009,225,300
3746,03747.jpg,74,23,874,660,141,Infiniti G Coupe IPL 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Infiniti G Coupe IPL 2012/03747.jpg,IPL,2012,683,1024
3747,03748.jpg,105,270,1292,996,192,Volkswagen Beetle Hatchback 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Volkswagen Beetle Hatchback 2012/03748.jpg,Hatchback,2012,1067,1600
3748,03749.jpg,53,386,2174,1243,55,Chevrolet Corvette Convertible 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Corvette Convertible 2012/03749.jpg,Convertible,2012,1496,2244
3749,03750.jpg,137,567,3038,1771,14,Audi TTS Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi TTS Coupe 2012/03750.jpg,Coupe,2012,2079,3122
3750,03751.jpg,25,26,436,281,46,Bugatti Veyron 16.4 Coupe 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Bugatti Veyron 16.4 Coupe 2009/03751.jpg,Coupe,2009,299,450
3751,03752.jpg,51,74,633,361,74,Chevrolet Silverado 1500 Extended Cab 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Silverado 1500 Extended Cab 2012/03752.jpg,Cab,2012,480,640
3752,03753.jpg,50,63,388,277,152,Lamborghini Gallardo LP 570-4 Superleggera 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Lamborghini Gallardo LP 570-4 Superleggera 2012/03753.jpg,Superleggera,2012,300,450
3753,03754.jpg,146,262,731,612,176,Rolls-Royce Ghost Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Rolls-Royce Ghost Sedan 2012/03754.jpg,Sedan,2012,700,1050
3754,03755.jpg,191,299,907,667,15,Audi R8 Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi R8 Coupe 2012/03755.jpg,Coupe,2012,800,1200
3755,03756.jpg,26,98,428,309,13,Audi A5 Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi A5 Coupe 2012/03756.jpg,Coupe,2012,360,480
3756,03757.jpg,80,126,531,339,53,Cadillac Escalade EXT Crew Cab 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Cadillac Escalade EXT Crew Cab 2007/03757.jpg,Cab,2007,471,600
3757,03758.jpg,12,42,248,160,19,Audi TT Hatchback 2011,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi TT Hatchback 2011/03758.jpg,Hatchback,2011,194,259
3758,03759.jpg,78,31,431,226,193,Volvo C30 Hatchback 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Volvo C30 Hatchback 2012/03759.jpg,Hatchback,2012,254,505
3759,03760.jpg,30,41,488,330,40,Bentley Arnage Sedan 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Bentley Arnage Sedan 2009/03760.jpg,Sedan,2009,375,500
3760,03761.jpg,114,106,492,292,6,Acura Integra Type R 2001,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Acura Integra Type R 2001/03761.jpg,R,2001,450,600
3761,03762.jpg,26,60,356,206,45,Bugatti Veyron 16.4 Convertible 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Bugatti Veyron 16.4 Convertible 2009/03762.jpg,Convertible,2009,266,400
3762,03763.jpg,16,113,409,263,68,Chevrolet TrailBlazer SS 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet TrailBlazer SS 2009/03763.jpg,SS,2009,360,424
3763,03764.jpg,30,118,615,316,16,Audi V8 Sedan 1994,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi V8 Sedan 1994/03764.jpg,Sedan,1994,480,640
3764,03765.jpg,50,371,1397,800,17,Audi 100 Sedan 1994,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi 100 Sedan 1994/03765.jpg,Sedan,1994,1080,1440
3765,03766.jpg,196,104,756,449,11,Aston Martin Virage Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Aston Martin Virage Coupe 2012/03766.jpg,Coupe,2012,485,794
3766,03767.jpg,36,40,261,174,2,Acura RL Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Acura RL Sedan 2012/03767.jpg,Sedan,2012,200,300
3767,03768.jpg,19,20,286,212,162,Mercedes-Benz C-Class Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Mercedes-Benz C-Class Sedan 2012/03768.jpg,Sedan,2012,240,320
3768,03769.jpg,45,113,431,321,83,Dodge Caliber Wagon 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Dodge Caliber Wagon 2012/03769.jpg,Wagon,2012,375,500
3769,03770.jpg,36,81,564,339,154,Land Rover Range Rover SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Land Rover Range Rover SUV 2012/03770.jpg,SUV,2012,405,612
3770,03771.jpg,7,42,614,380,162,Mercedes-Benz C-Class Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Mercedes-Benz C-Class Sedan 2012/03771.jpg,Sedan,2012,400,620
3771,03772.jpg,29,75,271,168,3,Acura TL Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Acura TL Sedan 2012/03772.jpg,Sedan,2012,187,300
3772,03773.jpg,58,226,757,517,140,Hyundai Azera Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Hyundai Azera Sedan 2012/03773.jpg,Sedan,2012,557,836
3773,03774.jpg,20,114,602,355,48,Buick Rainier SUV 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Buick Rainier SUV 2007/03774.jpg,SUV,2007,480,640
3774,03775.jpg,36,188,672,422,153,Lamborghini Diablo Coupe 2001,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Lamborghini Diablo Coupe 2001/03775.jpg,Coupe,2001,524,698
3775,03776.jpg,13,8,619,393,94,Dodge Durango SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Dodge Durango SUV 2012/03776.jpg,SUV,2012,480,640
3776,03777.jpg,53,1,597,439,64,Chevrolet Express Cargo Van 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Express Cargo Van 2007/03777.jpg,Van,2007,480,640
3777,03778.jpg,159,3,636,565,166,Mercedes-Benz Sprinter Van 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Mercedes-Benz Sprinter Van 2012/03778.jpg,Van,2012,600,800
3778,03779.jpg,105,146,1573,1098,186,Toyota Sequoia SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Toyota Sequoia SUV 2012/03779.jpg,SUV,2012,1152,1728
3779,03780.jpg,59,121,553,393,143,Isuzu Ascender SUV 2008,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Isuzu Ascender SUV 2008/03780.jpg,SUV,2008,480,640
3780,03781.jpg,66,43,478,371,196,smart fortwo Convertible 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/smart fortwo Convertible 2012/03781.jpg,Convertible,2012,382,500
3781,03782.jpg,9,68,886,598,48,Buick Rainier SUV 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Buick Rainier SUV 2007/03782.jpg,SUV,2007,768,1024
3782,03783.jpg,6,165,545,360,128,Honda Accord Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Honda Accord Coupe 2012/03783.jpg,Coupe,2012,442,545
3783,03784.jpg,84,150,1029,616,79,Chrysler 300 SRT-8 2010,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chrysler 300 SRT-8 2010/03784.jpg,SRT-8,2010,749,1125
3784,03785.jpg,56,120,456,252,194,Volvo 240 Sedan 1993,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Volvo 240 Sedan 1993/03785.jpg,Sedan,1993,333,500
3785,03786.jpg,10,14,540,264,98,Eagle Talon Hatchback 1998,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Eagle Talon Hatchback 1998/03786.jpg,Hatchback,1998,271,550
3786,03787.jpg,9,12,649,345,138,Hyundai Sonata Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Hyundai Sonata Sedan 2012/03787.jpg,Sedan,2012,350,660
3787,03788.jpg,161,105,629,402,142,Infiniti QX56 SUV 2011,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Infiniti QX56 SUV 2011/03788.jpg,SUV,2011,492,786
3788,03789.jpg,13,72,265,163,122,GMC Canyon Extended Cab 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/GMC Canyon Extended Cab 2012/03789.jpg,Cab,2012,180,280
3789,03790.jpg,451,625,2092,1763,7,Acura ZDX Hatchback 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Acura ZDX Hatchback 2012/03790.jpg,Hatchback,2012,1936,2592
3790,03791.jpg,26,68,286,193,16,Audi V8 Sedan 1994,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi V8 Sedan 1994/03791.jpg,Sedan,1994,240,320
3791,03792.jpg,12,24,342,278,76,Chrysler Aspen SUV 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chrysler Aspen SUV 2009/03792.jpg,SUV,2009,300,400
3792,03793.jpg,68,79,514,322,134,Hyundai Sonata Hybrid Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Hyundai Sonata Hybrid Sedan 2012/03793.jpg,Sedan,2012,396,646
3793,03794.jpg,47,118,509,326,189,Toyota 4Runner SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Toyota 4Runner SUV 2012/03794.jpg,SUV,2012,348,580
3794,03795.jpg,31,75,480,308,4,Acura TL Type-S 2008,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Acura TL Type-S 2008/03795.jpg,Type-S,2008,360,480
3795,03796.jpg,12,13,254,127,125,HUMMER H2 SUT Crew Cab 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/HUMMER H2 SUT Crew Cab 2009/03796.jpg,Cab,2009,132,264
3796,03797.jpg,38,19,606,430,94,Dodge Durango SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Dodge Durango SUV 2012/03797.jpg,SUV,2012,468,625
3797,03798.jpg,705,356,1353,748,124,HUMMER H3T Crew Cab 2010,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/HUMMER H3T Crew Cab 2010/03798.jpg,Cab,2010,1067,1600
3798,03799.jpg,1,44,224,165,106,Ford F-450 Super Duty Crew Cab 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ford F-450 Super Duty Crew Cab 2012/03799.jpg,Cab,2012,194,259
3799,03800.jpg,34,5,393,211,68,Chevrolet TrailBlazer SS 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet TrailBlazer SS 2009/03800.jpg,SS,2009,213,459
3800,03801.jpg,38,93,580,375,155,Land Rover LR2 SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Land Rover LR2 SUV 2012/03801.jpg,SUV,2012,400,600
3801,03802.jpg,11,38,248,153,128,Honda Accord Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Honda Accord Coupe 2012/03802.jpg,Coupe,2012,194,259
3802,03803.jpg,6,61,253,138,92,Dodge Magnum Wagon 2008,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Dodge Magnum Wagon 2008/03803.jpg,Wagon,2008,194,259
3803,03804.jpg,12,36,254,170,14,Audi TTS Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi TTS Coupe 2012/03804.jpg,Coupe,2012,194,259
3804,03805.jpg,39,68,598,374,144,Jaguar XK XKR 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Jaguar XK XKR 2012/03805.jpg,XKR,2012,418,630
3805,03806.jpg,1,70,957,729,147,Jeep Liberty SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Jeep Liberty SUV 2012/03806.jpg,SUV,2012,768,1024
3806,03807.jpg,41,102,482,264,97,Dodge Charger SRT-8 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Dodge Charger SRT-8 2009/03807.jpg,SRT-8,2009,282,500
3807,03808.jpg,103,234,599,402,180,Spyker C8 Coupe 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Spyker C8 Coupe 2009/03808.jpg,Coupe,2009,480,640
3808,03809.jpg,13,70,625,400,155,Land Rover LR2 SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Land Rover LR2 SUV 2012/03809.jpg,SUV,2012,420,630
3809,03810.jpg,258,211,1409,868,150,Lamborghini Reventon Coupe 2008,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Lamborghini Reventon Coupe 2008/03810.jpg,Coupe,2008,1050,1680
3810,03811.jpg,166,66,896,767,63,Chevrolet Sonic Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Sonic Sedan 2012/03811.jpg,Sedan,2012,768,1024
3811,03812.jpg,4,10,388,150,171,Nissan 240SX Coupe 1998,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Nissan 240SX Coupe 1998/03812.jpg,Coupe,1998,154,398
3812,03813.jpg,35,168,613,392,6,Acura Integra Type R 2001,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Acura Integra Type R 2001/03813.jpg,R,2001,480,640
3813,03814.jpg,143,85,946,621,137,Hyundai Genesis Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Hyundai Genesis Sedan 2012/03814.jpg,Sedan,2012,768,1024
3814,03815.jpg,24,183,938,544,126,Honda Odyssey Minivan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Honda Odyssey Minivan 2012/03815.jpg,Minivan,2012,768,1024
3815,03816.jpg,474,234,1574,1021,112,Ford GT Coupe 2006,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ford GT Coupe 2006/03816.jpg,Coupe,2006,1279,1921
3816,03817.jpg,54,181,417,344,168,Nissan Leaf Hatchback 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Nissan Leaf Hatchback 2012/03817.jpg,Hatchback,2012,426,640
3817,03818.jpg,96,82,709,468,14,Audi TTS Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi TTS Coupe 2012/03818.jpg,Coupe,2012,600,800
3818,03819.jpg,21,88,762,508,108,Ford Freestar Minivan 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ford Freestar Minivan 2007/03819.jpg,Minivan,2007,600,800
3819,03820.jpg,33,25,1237,721,164,Mercedes-Benz E-Class Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Mercedes-Benz E-Class Sedan 2012/03820.jpg,Sedan,2012,782,1280
3820,03821.jpg,212,191,1076,603,26,BMW ActiveHybrid 5 Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/BMW ActiveHybrid 5 Sedan 2012/03821.jpg,Sedan,2012,782,1280
3821,03822.jpg,24,113,387,252,123,Geo Metro Convertible 1993,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Geo Metro Convertible 1993/03822.jpg,Convertible,1993,300,400
3822,03823.jpg,101,41,626,304,187,Toyota Camry Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Toyota Camry Sedan 2012/03823.jpg,Sedan,2012,400,700
3823,03824.jpg,82,146,611,353,23,Audi S4 Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi S4 Sedan 2012/03824.jpg,Sedan,2012,480,640
3824,03825.jpg,159,1,554,259,149,Jeep Compass SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Jeep Compass SUV 2012/03825.jpg,SUV,2012,278,735
3825,03826.jpg,61,77,543,419,58,Chevrolet Traverse SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Traverse SUV 2012/03826.jpg,SUV,2012,480,640
3826,03827.jpg,40,88,1597,1027,98,Eagle Talon Hatchback 1998,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Eagle Talon Hatchback 1998/03827.jpg,Hatchback,1998,1200,1600
3827,03828.jpg,11,56,613,297,9,Aston Martin V8 Vantage Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Aston Martin V8 Vantage Coupe 2012/03828.jpg,Coupe,2012,300,614
3828,03829.jpg,21,171,781,553,22,Audi S5 Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi S5 Coupe 2012/03829.jpg,Coupe,2012,600,800
3829,03830.jpg,93,51,491,388,25,Audi TT RS Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi TT RS Coupe 2012/03830.jpg,Coupe,2012,411,600
3830,03831.jpg,68,90,579,410,61,Chevrolet Impala Sedan 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Impala Sedan 2007/03831.jpg,Sedan,2007,480,640
3831,03832.jpg,41,82,337,197,56,Chevrolet Corvette ZR1 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Corvette ZR1 2012/03832.jpg,ZR1,2012,282,386
